x1,x2,x3,class
3.77430981722605,2.410415902421369,7.61661257095402,1.0
0.27515969192108747,9.460210254250814,6.293707238828569,1.0
3.3326605165345558,1.8245021742603973,8.629715406639438,0.0
1.8958175968462276,6.849444479891501,9.529698473594726,1.0
1.3012188316618245,3.979251177730391,1.9046443922301926,1.0
7.064839626980616,5.1252725967846064,7.433948151711915,1.0
0.02523138609526021,3.883263220629445,7.348827776046495,0.0
8.452252151808645,4.883151613908342,3.4422098251985087,0.0
2.5801554653822167,1.6328913298226366,7.459703723392849,0.0
1.3134241870406171,6.2372512852402995,1.1756199477434848,0.0
0.4027474014249377,6.373093970746274,0.021569330903076223,0.0
1.7237826610890805,7.423885253887004,5.048146524799485,1.0
3.3416051625001506,2.537958917380334,2.1459509033166113,0.0
5.474644532464317,2.560688351431406,5.624645843185031,0.0
0.7848893769006904,1.1242374586781334,3.4836501414070167,1.0
5.1889109265953,7.801199350550378,0.8657909856633461,1.0
2.774641052567677,3.775998874743621,6.2540110118216425,0.0
8.871467001484328,9.307084233373018,2.898627202472479,0.0
1.1934832336085444,1.2519911689073515,2.78662343670274,0.0
4.165444025296146,4.0042439492359,8.697881728340294,0.0
1.4374080057997363,5.506571872114202,1.407035996350402,0.0
9.721106431664769,2.4801873523701454,3.818772421184188,1.0
5.340482538064496,1.3859453497993457,8.56969472034676,0.0
3.9565660979785444,5.64596437466254,8.16138494420833,1.0
0.8699832025186249,4.449747370791886,7.106488786926416,1.0
7.113575050506285,7.9620957729215505,4.514954552793626,1.0
4.2845422208131465,1.4318081868902643,1.6797917050385303,0.0
2.7951543817250935,7.024249006626187,4.964258363312714,1.0
0.5556532501596145,3.562917063826454,6.561240703655718,1.0
1.1629191180247611,5.9298657271751685,5.364446552908781,0.0
0.9537373018687401,4.378506334704183,2.062153621510193,0.0
7.231463862556481,4.2614939822828655,4.400794513000545,1.0
3.7719978390070974,1.9709642043654352,6.419489066352398,0.0
6.544220634842498,1.9053093371772467,7.327264937657315,1.0
0.929008061428428,3.4508048167110617,9.825629398938366,1.0
3.6474906058150927,9.230542502471765,6.577717600342621,1.0
0.7618768600515724,4.367848038887861,3.944307256044656,0.0
9.582326966114776,3.330182322257651,6.830246692597116,1.0
1.6002440922301653,1.435577682263376,0.7827912666765258,0.0
4.311163438608078,8.395372788539001,2.2425063104573164,1.0
1.1440277135319477,1.7656863542988188,0.09180627458879931,1.0
6.715674534355015,9.082463926346533,2.646373373344505,1.0
3.478591586816263,1.1529469112131774,0.48620445752038055,0.0
0.7540352241964887,9.410700957238397,1.2727415315523605,1.0
3.5775183311918504,0.5212338551507556,8.252291687695172,0.0
9.959092679360223,1.2651702351700922,6.8879509902921745,0.0
2.168669935946496,1.6491517834770464,4.8733296984105445,0.0
1.2237174978642573,8.558708963880536,6.024517811038182,0.0
3.3014788056416524,3.203063551519918,6.520797214217443,1.0
0.7954987447903705,6.559016947394917,1.1395451285239633,0.0
3.383097296350599,1.5245618650097092,0.9794722403979605,1.0
0.6527269178721651,7.5171990950745915,7.343448294773321,1.0
2.5232309230919423,3.8929150714309046,8.856879227492984,0.0
7.116865020082478,8.085265783475908,2.2248293425937646,1.0
4.603512832433855,1.9884151996556998,4.4714515141025,1.0
6.3424254892063985,0.9593926181731494,9.713500789354189,1.0
1.684397140726498,1.549159682607918,6.241702380534234,0.0
2.1153259391390886,3.5403842980951916,0.5089606679061465,0.0
9.0221145333287,7.411668974953438,3.138027010065029,0.0
1.9282096620945632,4.032525719297758,9.805735231157312,0.0
7.0440379516356995,3.706102823740115,2.6695722444007153,1.0
1.0351135427500846,2.282083021845377,7.2019973677709075,1.0
7.372795677895515,1.5664776321492901,1.3701728331708785,1.0
2.3654264920342705,1.3955795159557671,2.6522697833229882,1.0
6.150884443413495,6.033577784858569,6.010128435228311,1.0
3.0665654224570424,2.9039592274841795,3.399227118325603,0.0
7.672495467243381,4.62261877233726,2.9547278926014653,1.0
