x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,class
0.23714893898608602,0.8730286601635578,0.16819619199549873,0.559580874263915,0.1325843555891495,0.4946942023446945,1.0,0.0,0.0,0.0,0.0,1.0,1.0
0.46422961633408555,0.4161420357278238,0.4352290407160947,0.6573986418039864,0.4217899540631914,0.6008329737578394,0.0,0.0,1.0,0.0,0.0,1.0,0.0
0.6586605225754925,0.08420322426058613,0.40722136482507143,0.26378331172853076,0.350467721613152,0.3169331110981519,1.0,0.0,0.0,0.0,1.0,0.0,1.0
0.4568374964956372,0.15805050325434944,0.269209967768824,0.042279726628644765,0.10125520924689313,0.9025265884668457,0.0,0.0,1.0,0.0,0.0,1.0,0.0
0.7539200395336857,0.731676810766461,0.3118705518785676,0.8193150609275364,0.63029924019742,0.35567829504068393,0.0,0.0,1.0,1.0,0.0,0.0,1.0
0.8218727792412073,0.6434683398141718,0.04159372642570058,0.5541928365799677,0.15154905475552372,0.22115621207468783,1.0,0.0,0.0,0.0,0.0,1.0,0.0
0.463094987037606,0.66250021556269,0.344401446682463,0.8046335763222252,0.402157912843942,0.40871277676032547,0.0,1.0,0.0,0.0,0.0,1.0,0.0
0.5536848185967944,0.18758325177302815,0.7407687286179309,0.2971942910728579,0.1747909862681496,0.9560902475449886,0.0,0.0,1.0,1.0,0.0,0.0,0.0
0.7975233082469998,0.16068355952444302,0.13794682540078718,0.8001758065520804,0.7316514966546839,0.6531902015978022,0.0,0.0,1.0,0.0,1.0,0.0,0.0
0.7555903366416351,0.4658724536136408,0.2542390288239945,0.5859534346095504,0.17574603689739077,0.11215764138500073,0.0,0.0,1.0,0.0,1.0,0.0,0.0
0.9908040510110304,0.6218927810872759,0.19397872552857698,0.49826957816523365,0.5434480578518321,0.41473563375495015,0.0,0.0,1.0,0.0,1.0,0.0,0.0
0.4178874110225288,0.98574108508992,0.7324987221158307,0.30331644093244525,0.30429639832019995,0.08623003402458074,0.0,1.0,0.0,0.0,1.0,0.0,0.0
0.0796641106481113,0.22358287128120458,0.9937593399459964,0.22316679323894129,0.2304757753606268,0.4415554799216712,0.0,1.0,0.0,0.0,0.0,1.0,0.0
0.9389051940003779,0.4655128125895208,0.8115392014841282,0.25951902012595074,0.03714751398437077,0.12453016195454913,0.0,1.0,0.0,0.0,1.0,0.0,0.0
0.6899235370750112,0.663363570199555,0.7940366841150397,0.41352215612009413,0.3556576734554894,0.6119933258836688,0.0,0.0,1.0,1.0,0.0,0.0,1.0
0.9550527151319547,0.17733872748296275,0.25208075003024866,0.13902217300020492,0.7483247871781621,0.6458710601298667,1.0,0.0,0.0,0.0,1.0,0.0,1.0
0.07029776612963101,0.07614719258431957,0.3440076382452081,0.41379828321056455,0.08608895578862885,0.15094599116765628,1.0,0.0,0.0,0.0,1.0,0.0,0.0
0.5547346724651446,0.06429292731562053,0.015229849334557732,0.8750486044464337,0.08022575140111354,0.20468589385370406,0.0,0.0,1.0,0.0,1.0,0.0,0.0
0.7866519619492666,0.6315966579113552,0.8849515379041197,0.22260810057555247,0.9109668263644067,0.06957156197388936,0.0,0.0,1.0,1.0,0.0,0.0,0.0
0.5816275298900687,0.2612377155666953,0.85951266220319,0.7529926258062688,0.2255616943419878,0.7416387324411915,0.0,0.0,1.0,0.0,1.0,0.0,0.0
0.973740537505213,0.7686040281701051,0.7356770799900594,0.0953033472710364,0.7494874985848867,0.7402016923080038,0.0,1.0,0.0,0.0,1.0,0.0,0.0
0.9457269548946685,0.37180223507437116,0.24851533398972037,0.0995074069708426,0.8174049600230299,0.37873359651064953,0.0,0.0,1.0,1.0,0.0,0.0,0.0
0.8627649454825475,0.6227287582988377,0.6358405626054144,0.6221150326519747,0.4436993311390398,0.7001143855612427,0.0,0.0,1.0,1.0,0.0,0.0,1.0
0.5518431108063675,0.8945029262285045,0.2558412040881278,0.4107775512834826,0.0563357013484147,0.030124991384630095,0.0,0.0,1.0,0.0,0.0,1.0,1.0
0.7612121111899675,0.6511373158574956,0.8619592818449301,0.6672932886554404,0.4207345403707555,0.8008022505792732,0.0,0.0,1.0,0.0,1.0,0.0,0.0
0.6870385321913285,0.5542496119449911,0.3201241511302195,0.5320018924368632,0.6499973143850203,0.006078416421409161,0.0,1.0,0.0,0.0,0.0,1.0,1.0
0.23286768094454846,0.18991183395346578,0.5176151686248261,0.4253996994421857,0.10818392434561708,0.24214363709728604,0.0,1.0,0.0,0.0,1.0,0.0,1.0
0.16047824930625942,0.2682043229259138,0.1307316518630588,0.09432794913975273,0.0343135505547002,0.6739596435641984,0.0,0.0,1.0,1.0,0.0,0.0,1.0
0.8031436558032412,0.6740508261039697,0.26083017722530955,0.4347437539231358,0.36793635853411166,0.9991045585561747,0.0,1.0,0.0,0.0,0.0,1.0,0.0
0.4299730899919405,0.35124405539129133,0.8792077281527673,0.1229376453865817,0.8823222119276173,0.9250488868009272,0.0,1.0,0.0,0.0,1.0,0.0,0.0
0.0016820022439855142,0.4151633394818154,0.5994239811196007,0.9523547147308045,0.8030837708266798,0.9168990639040087,0.0,0.0,1.0,1.0,0.0,0.0,0.0
0.5397014099896529,0.6195236710349825,0.5093602207355103,0.0563636553029887,0.3138865367883341,0.012377673439553982,0.0,1.0,0.0,1.0,0.0,0.0,1.0
0.953511749081309,0.9789709842926146,0.8055312818090659,0.6243205920508331,0.4575847534536154,0.16260365207497274,0.0,0.0,1.0,0.0,1.0,0.0,1.0
0.3819745093733219,0.3856413071748328,0.1285750618364797,0.5578779292807352,0.4726932407978066,0.5154224002878083,0.0,1.0,0.0,0.0,0.0,1.0,0.0
0.5688867627189655,0.8704384469135779,0.9443644915891042,0.14724045823619503,0.2387198841693936,0.005002581581764809,1.0,0.0,0.0,1.0,0.0,0.0,0.0
0.14053289826243343,0.0061177002047352325,0.7766338432610967,0.036034086004392396,0.6638724223103113,0.9862394982674365,0.0,1.0,0.0,1.0,0.0,0.0,0.0
0.37580693981624047,0.326563090679423,0.8653756261566367,0.015196320431090093,0.7406139300418394,0.18731290694486125,0.0,0.0,1.0,0.0,0.0,1.0,1.0
0.730615296582605,0.7482918382255624,0.6002489352248331,0.2639985587172603,0.9643034548646426,0.621120690178163,1.0,0.0,0.0,0.0,1.0,0.0,0.0
0.27273862866115184,0.11936621936378611,0.17764635694317743,0.5657004018971318,0.23086221356994607,0.7203095688863602,1.0,0.0,0.0,1.0,0.0,0.0,1.0
0.3975297385665342,0.8394987076457485,0.6139637771450167,0.8421354776979559,0.7798192066237757,0.029665330038188054,0.0,1.0,0.0,0.0,1.0,0.0,1.0
0.12672262375515542,0.3605619975491534,0.4693350082014597,0.943759874033723,0.2778316967282891,0.49860086354333166,0.0,1.0,0.0,0.0,1.0,0.0,0.0
0.7117834046786459,0.289529591188434,0.4542657156478218,0.9348641261036394,0.6925226407036875,0.9267674459237013,0.0,1.0,0.0,0.0,1.0,0.0,1.0
0.648463946022773,0.33938128874677054,0.30753692557862233,0.3573746000387019,0.9253044796877093,0.6809873228032889,0.0,1.0,0.0,0.0,0.0,1.0,0.0
0.3714292426123931,0.6611692224757703,0.3349232195414187,0.8859414900963523,0.34064765763343874,0.3578665207088675,0.0,0.0,1.0,1.0,0.0,0.0,1.0
0.144791713637764,0.015287498448129266,0.4836678621599769,0.39449507715959553,0.11442532765511648,0.9109139759745608,0.0,0.0,1.0,0.0,0.0,1.0,0.0
0.23037910789403238,0.15154427919662006,0.51407700462376,0.13258332089022695,0.5489386484398214,0.24456496897269397,0.0,0.0,1.0,0.0,1.0,0.0,1.0
0.5984860090464306,0.8858567945207718,0.7885406005833139,0.25809203655222357,0.6948929238265577,0.316447235635382,1.0,0.0,0.0,0.0,0.0,1.0,1.0
0.2126881616997447,0.6614055305580863,0.8706695935396302,0.7329092482629507,0.18572960928790327,0.17126637064499073,0.0,1.0,0.0,0.0,0.0,1.0,0.0
0.8730376197188403,0.37288329973021106,0.8256691211566062,0.7699491333233277,0.3080379206734696,0.7941266424252934,0.0,1.0,0.0,0.0,0.0,1.0,1.0
0.9299832365762273,0.5236256032815322,0.5255781855400296,0.49002289185513326,0.7625392631304966,0.731805737689281,0.0,0.0,1.0,1.0,0.0,0.0,1.0
0.9748544842613356,0.42775762841326437,0.1696802574372802,0.13826213208884353,0.9911678376097577,0.6822648691047059,1.0,0.0,0.0,1.0,0.0,0.0,0.0
0.3840925285130592,0.3843746954268009,0.749578070182386,0.2671113276975684,0.7662244579209686,0.48144192584651213,0.0,0.0,1.0,1.0,0.0,0.0,1.0
0.40602937272523376,0.9725659960372253,0.42104253318645135,0.5686898122209106,0.5723010833539601,0.2050562377841041,0.0,1.0,0.0,0.0,1.0,0.0,1.0
0.12046359138062634,0.6211749636501627,0.7230061281123846,0.18176368504150364,0.9531095947860917,0.25259352308404726,0.0,0.0,1.0,0.0,1.0,0.0,1.0
0.6736896990818172,0.8032147206760899,0.44425220843283353,0.3907495678934433,0.8076718022935375,0.677241339571641,0.0,0.0,1.0,1.0,0.0,0.0,1.0
