sine,cosine,class
0.10910044316807031,2.0080969099041477,False
-0.13343042992340834,0.6457665650566682,False
0.7138069218853245,0.8041877901136509,False
0.5358815000806365,0.7352345750604133,False
1.284855157808056,0.9445904221503931,False
1.2940426133403466,0.41226107290353814,False
0.9644313958210443,-0.1306189087073621,False
1.0668443658848117,-0.3725639529370144,False
0.9876533665657395,0.5573120525746393,False
1.2498993605732784,-0.4204711210213969,False
1.2815361865557793,2.20417297450125,True
1.0469027346493684,-0.4976628057118844,False
0.035142105019166245,-1.6782068949787248,False
-0.04856925762523998,1.2498993605732784,False
0.28590955168374904,-1.423638021065533,False
-0.6034653084887287,1.0469027346493684,False
-0.9235196081852214,-0.4679279271328152,False
-0.8009669813154757,-0.7476206333393385,False
-0.47410189871482966,-0.4317896995246702,False
-1.8407577113360392,1.0454136819530155,False
-0.6010528483556817,-0.9235196081852214,False
-1.954480555637594,-0.3666683439409014,False
-1.2761271030515529,0.1896345143837237,False
0.3861831652686539,0.9311003081046687,False
-0.35531284493098114,0.2512979491106744,False
0.1524440362845286,0.6214100842476324,False
0.00674323523755882,1.4244168433472495,False
0.8612369551388741,0.5906867141093672,False
0.19190696330308615,0.39196035806435586,False
1.2774889200750268,0.3878775938042792,False
1.172880830534136,-0.46224703562796116,False
1.8187459998821671,0.305239256150148,False
0.4771728688448118,0.19190696330308615,False
0.9739255530179286,0.7963421532400549,False
0.6591584341592145,0.07038613447099495,False
0.597655147235738,-1.1266283760354465,False
0.04161075637842376,-0.506353041086742,False
-0.45778961964142717,-0.6765057679629318,False
-0.13221061077234764,-1.275279957889554,False
0.018341280565978557,0.597655147235738,False
-0.5994959784930336,-0.6390834224377951,False
-0.8987076682314443,-0.5847259477861935,False
-1.0272664041597217,-1.4277749211305089,False
-1.0259338252609251,0.018341280565978557,False
-1.6200221806301134,0.5557304454917811,False
-1.1142245976224188,-0.5797182082767345,False
-1.0507268033168484,0.9842125647555251,False
-1.2677259742180984,-1.0259338252609251,False
-0.926444264666159,0.3370771806856927,False
-0.21918937794456317,1.3618309801413644,False
-1.4246444023081082,1.2248459076199885,False
0.9144988611884219,1.3532896816902547,False
1.160846609400377,-0.926444264666159,False
0.3204852460320539,0.8338033197983343,False
0.49551582532094535,-1.4246444023081082,False
1.4137047854904787,0.656699285331439,False
1.0993471397571608,1.160846609400377,False
0.25580626101155857,0.018452163270128913,False
1.1953257946695433,0.049756363964113426,False
1.3921591309670103,-1.0091376076654357,False
0.22477127446263673,-0.4850459302274141,False
0.3653718375243317,-1.3068317270897876,False
0.8172168878309912,-0.6859339437597967,False
-0.1456378584580783,-1.383628694902048,False
-1.2586100375586158,-1.4350329265756083,False
-1.1344168649244977,-1.3281958768563789,False
0.09865285474314178,-1.9421711295500912,False
-1.4031537409811337,-0.32689226080148515,False
-0.615442957383876,0.46560582248608023,False
-1.4090068580240784,0.21248992279119538,False
-1.2453900159381959,0.12626473112813302,False
-1.1514404137999095,0.14466005514128272,False
-0.6994977295957432,0.5038348154269914,False
-0.08791301568007526,0.3039097467970453,False
-0.6786136479214859,-1.2453900159381959,False
0.0889292947489881,0.7913114527750287,False
0.4948359715673487,0.9005350081774459,False
0.26854896393207817,-0.08791301568007526,False
0.923075281338019,-0.6786136479214859,False
0.9697824782018423,0.0889292947489881,False
1.232572893686938,1.5731039789191155,False
1.0866267781141203,0.3924075738916847,False
0.1024618198817574,-0.08941122719234774,False
1.3279831755409772,0.48093174970942015,False
0.8535319321341853,-0.4393790666772078,False
0.8902609775476418,-1.0357960210008463,False
-0.5401204910960751,-0.636142411787422,False
1.0631116221600605,1.3279831755409772,False
0.01892991649674826,-0.659524964471097,False
0.250339669066898,-0.6595512970597697,False
-0.6973412362739373,-0.7355997675664949,False
-1.2559053900754198,-0.21005304444510164,False
-1.1566597288010316,-0.6611325541542532,False
-1.6565155612160591,0.4500688933949881,False
-1.8906315246810994,-0.2817888474848488,False
-2.021878039737132,-0.554153494517823,False
-0.3371709233510023,-0.03164177117672967,False
-1.5332012679549212,0.4707450451242593,False
-1.185515845991064,-1.8906315246810994,False
-0.07223727777101974,2.731282205318264,True
-0.828859362112768,0.8492963239112261,False
0.3187601034194468,1.1492622219378412,False
0.3268566812564503,0.7002527606760305,False
0.8091765756471271,-0.07223727777101974,False
1.3077469496060266,0.9972806180529348,False
0.9360895269157548,0.3187601034194468,False
1.024528904998107,0.6413590983056636,False
1.4384196393942803,-0.21951017362069264,False
