0,1,2,3,class
True,False,0.7359916197968754,0.15801272476474815,0
True,False,0.8794912681346712,0.6813506644014146,0
True,True,0.23971518216378862,0.33807775725669986,0
True,False,0.2633142571474607,0.22860972534891622,0
True,True,0.7976159923774808,0.22339120734958706,0
True,True,0.2313858686175163,0.4555368113568211,0
False,False,0.5646915867853098,0.3599644485064033,1
True,True,0.6455712501003462,0.40510042590565065,0
True,True,0.49025652527221275,0.9450248095304837,0
False,False,0.1721945078227547,0.9380647896600813,1
True,True,0.28661714144040384,0.49498507493503163,0
True,False,0.116221773589949,0.047416166019352946,0
False,True,0.5549904800640159,0.4014593208032403,1
True,False,0.9481329582636897,0.35380140750341094,0
False,False,0.8249327140014989,0.31826756437787185,1
True,False,0.441548502309837,0.07420095620477785,0
True,True,0.4744468043904726,0.11540057269030413,0
False,False,0.8400027100743793,0.9279831496458439,1
True,False,0.04137883671131537,0.893940002168797,1
True,False,0.4999264148251412,0.48097076917060533,1
True,False,0.0617065316026173,0.8437484955916007,1
True,False,0.777748925649365,0.5933404672825243,0
True,False,0.08493030526342604,0.008925192478369426,0
False,True,0.3797888713600006,0.3473279629347039,0
True,True,0.5954543981375786,0.3117382865284781,0
True,True,0.8934976001769859,0.8925792603575696,0
False,True,0.3480854676399734,0.3884450711961086,0
True,False,0.2494328357205884,0.9862592183990283,1
False,True,0.6844101070381475,0.31481629231520125,0
False,True,0.7020793722950329,0.3400357434570308,0
False,False,0.8606746010896028,0.7288604672709699,1
False,True,0.5758631855184289,0.3348088404129672,1
True,False,0.09820134427510097,0.3436049778640343,0
True,True,0.4842113373572885,0.9067458444946678,0
False,True,0.004580178113601341,0.7829458553117253,1
False,True,0.8384962317332316,0.6557523473796574,0
True,True,0.7514143535658114,0.3687812641689997,0
False,True,0.5203506322853015,0.11624063548106256,0
True,False,0.15645519517738515,0.7075680917913948,0
True,False,0.8654141620136664,0.9872634453077289,1
True,False,0.2724197681027164,0.12991832762845512,0
False,True,0.06042281140389527,0.916229225659164,1
True,True,0.0992663284182328,0.6461163927012048,0
False,True,0.794198161970503,0.7214814159577824,0
True,True,0.2293170938053255,0.15705387006511962,0
True,False,0.4179941134606474,0.4198964144269931,1
True,False,0.5693407665688545,0.501283557514386,1
False,False,0.4682583843748309,0.596322276972838,1
False,False,0.9248307082193088,0.9764384682616818,1
False,True,0.02381337770760028,0.3324920341724146,0
True,False,0.6690079315308818,0.9940937906784038,1
True,False,0.030492121994191268,0.45104245757035555,0
False,True,0.3903552625657586,0.8057399425062695,1
False,True,0.7587486067764229,0.16606987766114645,0
True,False,0.4795205543219325,0.9725962036089709,1
True,True,0.2135975647564129,0.22003423549185164,0
True,True,0.6586550407770793,0.6954092487616276,0
True,False,0.8629291122195825,0.4497862924193632,0
False,True,0.9014327482436929,0.12050364392981305,0
True,True,0.2699281808996389,0.5751440097398198,0
True,False,0.6600381323003361,0.24044110592932955,0
False,True,0.9952060961754154,0.6551228332684643,1
True,False,0.4283971504928955,0.6150208956506603,1
True,True,0.46974456793955355,0.6276537379344688,0
False,True,0.8689809327598587,0.7736961560382526,0
False,False,0.9799060996069795,0.37819995230922765,1
True,False,0.13172413778550984,0.22559850632581402,0
True,False,0.6568955989721242,0.07276366784351163,0
True,True,0.2566078172270625,0.2388160414815338,0
False,False,0.1849776643389055,0.23442175866492942,1
True,True,0.16085669305312233,0.5194843832257184,0
True,True,0.5596113044831336,0.5312848136166668,0
True,True,0.7122041831074651,0.6225467556175271,0
True,False,0.7674473752092245,0.22232614486640545,0
False,False,0.5199313185829433,0.590073575360998,1
True,False,0.3610369743541897,0.6559840780059214,1
True,False,0.008016324943582509,0.8537077864649386,1
True,True,0.6360190527711534,0.41728396487742025,0
False,True,0.43641356481219185,0.12257304833926708,0
True,False,0.38888791013916113,0.6032483543140178,1
True,False,0.19596271616242522,0.3438004471854985,0
True,False,0.1390292648539666,0.34771801920831025,0
True,True,0.9671960659916413,0.04821592151860454,0
True,False,0.5854390221890586,0.7929928224564571,1
False,True,0.6812094239124423,0.5068397940733316,0
False,False,0.7203990386354314,0.9814553835893063,1
True,True,0.8479240486922164,0.6559973121106667,0
False,False,0.7986821945475766,0.18347504286142757,1
True,True,0.28327115593017616,0.9065715470595858,0
True,True,0.10848109332560085,0.27176196849752443,0
False,True,0.24390958440508426,0.4439486499348545,0
True,False,0.6318924357930403,0.6246805751657938,1
False,True,0.6686473625465834,0.7398683507215628,1
True,True,0.16940926893486385,0.914619454715285,0
True,False,0.36788628013942226,0.18722606628685556,0
False,True,0.4333290379479433,0.1333051813105215,0
False,True,0.13590477046504656,0.6460186384758063,0
True,True,0.9987950681746557,0.8807045205861179,0
False,False,0.3334468499285388,0.16913833951307422,1
True,False,0.5605863634868221,0.726409671027801,1
False,True,0.658990422887825,0.5964930475051489,1
False,False,0.6885190856898191,0.4395574551378979,1
True,True,0.6769800690877963,0.8377583618534392,0
False,False,0.27716693788743785,0.905110915178878,1
False,False,0.06870055360639438,0.9997840628364011,1
False,False,0.35853124572607387,0.04333721717174521,1
True,True,0.4227133359658257,0.7254846276047118,0
False,True,0.6421160103083146,0.7526025549070847,1
False,True,0.9856556947748835,0.47992285322480754,0
False,True,0.7086746829457827,0.4615130104962192,0
True,True,0.7086333118410186,0.38774454707646644,0
True,True,0.021022968948509302,0.49337883505419833,0
False,False,0.36984920842589497,0.8360908245433526,1
True,False,0.06724160747796837,0.15014068268643888,0
False,True,0.4979923265635444,0.42635885084577985,1
True,False,0.9516496903860153,0.21968505535413885,0
False,True,0.8383635895658957,0.40384918730692587,0
True,False,0.01104476451494485,0.9689147615726164,1
False,True,0.03165971232764597,0.2990977528231842,0
True,True,0.8037529803945278,0.29924575998743097,0
False,True,0.7457967314497672,0.933088524699365,1
False,True,0.6174344924092392,0.8774163937475705,1
True,True,0.8499250957170534,0.08165631950044128,0
True,True,0.8957013237286445,0.1505414009698165,0
True,True,0.9658537449449947,0.6115868204893211,0
True,False,0.10447652345696334,0.25538664235883834,0
True,True,0.4262176326627508,0.9155190745520517,0
True,False,0.9422808886037759,0.7387324744431895,1
True,True,0.5041812865100315,0.8947737891425113,0
False,False,0.2639373328158532,0.951089261826565,1
False,True,0.5384234904312838,0.13186028254681004,0
False,True,0.3887600314441967,0.8795766388435804,1
False,True,0.8515421667677595,0.23834291760472193,0
False,True,0.17379346912179794,0.6470424887128706,0
True,False,0.17009339858893113,0.8791101258441991,1
False,True,0.42059568398449165,0.7989324195286128,1
False,True,0.656158864495619,0.5963729955051819,1
False,True,0.2364663778739745,0.7105015402761666,0
False,False,0.1405603386552149,0.2545216423802482,1
False,False,0.5367942132078463,0.8572099971541228,1
True,False,0.924767419680617,0.35102221315590154,0
False,True,0.5989068557146424,0.4926121081020918,1
True,False,0.21237519011653527,0.33592774434869777,0
False,False,0.568231585101176,0.0734656033783102,1
False,False,0.6041388057387387,0.14300209076253256,1
True,False,0.9251516020153316,0.13799589150271807,0
False,True,0.9352656283954315,0.8102904784649595,1
True,False,0.2257322943233665,0.2579801422399953,0
True,True,0.42447689791856325,0.19101212862936678,0
True,False,0.24008662105255352,0.8330820804888783,1
True,True,0.795367294633176,0.6202430226978929,0
True,False,0.1742824577621277,0.9303795582242492,1
False,True,0.3175395626519695,0.7494345062254926,1
True,True,0.0235676813358624,0.87267163405487,0
False,False,0.9856647718040936,0.8423714905669514,1
False,True,0.25915428951512476,0.626248908736357,0
True,False,0.18383700271638836,0.1272312657238035,0
False,True,0.031114059502585723,0.31716347191650585,0
True,False,0.4589973909145806,0.8328990229629887,1
True,True,0.05353837402947026,0.040117483082157235,0
True,False,0.4895473968374522,0.6793793482104753,1
True,False,0.9593828461772884,0.29862329746238103,0
True,False,0.037354225322036916,0.6002279823884893,0
True,True,0.06480880489210317,0.9313772770486444,0
True,True,0.7053235151353554,0.006687389707396241,0
False,False,0.22910687212146275,0.4783381046888997,1
True,True,0.9786661652360215,0.35231508740507544,0
False,True,0.8813898964590647,0.5053558657878239,0
False,True,0.25461279860931385,0.399713108389272,0
True,True,0.7380586602961574,0.09918378121454474,0
False,True,0.31046541986059495,0.06714009763937112,0
False,False,0.6321840467801294,0.9798251329597784,1
False,True,0.20969255862634384,0.13180221357957933,0
False,False,0.8464255322552848,0.31172886120854104,1
True,True,0.40055746540233217,0.8777547644593682,0
False,False,0.4582565762709634,0.621626314100967,1
True,False,0.013757776127211518,0.6844560683939367,1
True,False,0.7671340406078574,0.175553419124726,0
False,False,0.9612683492181343,0.11603665332536395,1
True,True,0.022994814469538993,0.8075414857214768,0
False,True,0.6003622652410072,0.051760981654187854,0
False,False,0.056252323555007866,0.7376964779346407,1
False,False,0.21672911129672323,0.682515493122091,1
False,True,0.19722464354330804,0.2764392774374155,0
False,False,0.13889329195614852,0.027169841417212237,1
True,True,0.03806148661503783,0.892802528467904,0
False,True,0.5143644816820891,0.0793374292037261,0
False,False,0.5490894391477652,0.5435110473272176,1
False,True,0.11863056190282506,0.701791781067544,0
True,False,0.4566540417670676,0.5035350888303358,1
False,False,0.4861253980418915,0.5581004562784664,1
True,True,0.7656099854012479,0.35731312732701814,0
True,False,0.5964211785783664,0.7889704562572103,1
True,True,0.7645428752970729,0.7826545508570749,0
False,False,0.37684401619979635,0.5226469665640825,1
False,False,0.011597883615315885,0.9806307536171438,1
False,False,0.8463214590475692,0.3908607643125066,1
True,False,0.531826258115325,0.04540528984255443,0
True,True,0.26702080517880455,0.6468598526571372,0
True,False,0.18062256427938106,0.7107391078863653,0
True,True,0.9845983774983894,0.8752634262737465,0
False,True,0.7922700468018757,0.44835359077666037,0
True,False,0.7453010898700148,0.7020372872202996,0
False,False,0.6798596966690861,0.08698174602131581,1
False,True,0.7378872647723652,0.3888834726770207,0
False,False,0.7435418885675906,0.5601833763353844,1
True,False,0.9277877556972018,0.2602308941492535,0
True,True,0.8859755205553386,0.048081201683920494,0
True,True,0.4510818882226547,0.26814758191422894,0
False,False,0.6541191476369053,0.5401663232946503,1
True,False,0.6634662093424122,0.9719534033488827,1
False,False,0.3329056351561316,0.07467614337610318,1
False,True,0.31502127559201154,0.25531536410860445,0
True,False,0.32628598911982976,0.17920364392222066,0
False,False,0.7019212097149342,0.27289273351213883,1
True,False,0.8545798648791914,0.11411773657560731,0
True,False,0.4354561833429591,0.6042976848089108,1
False,True,0.6323968010691816,0.41910878922300143,1
True,True,0.04336735518989088,0.7656977633225042,0
True,False,0.16695025978800948,0.5846248264289303,0
True,False,0.17795398528904238,0.4924572677029172,0
False,True,0.9291858000327498,0.43592781555726834,0
True,True,0.20836993852335484,0.49896155230482164,0
False,False,0.5569357514195569,0.04778702464970008,1
True,True,0.9789180563747089,0.7536675084207934,0
True,False,0.9852354273633426,0.22527286636002897,0
True,True,0.754242478155931,0.7977378266972392,0
False,True,0.2112330952977718,0.22152405407868603,0
False,True,0.7530340215033333,0.43875220185124475,0
False,False,0.8145053984386821,0.6551696637161832,1
False,True,0.5563934245533043,0.03841340682356176,0
True,False,0.4586564834429143,0.8957781853347037,1
True,False,0.8895114571302671,0.26229214499366793,0
False,False,0.16131156662467838,0.5753491037985464,1
False,True,0.38725894555077234,0.07252815442193417,0
False,False,0.007946091315104153,0.9268764797166386,1
False,False,0.25987103998404415,0.12002720403868972,1
False,True,0.3914016698369045,0.5465078181932254,1
False,False,0.26423117551684194,0.6271049061446671,1
