x1,x2,x3,x4,x5,x6,x7,x8,class
0.29969575027896733,0.6813356007212419,0.07656360097525783,0.8604384375404843,0.46768415435630595,0.0036724598943020936,0.14527375686262867,0.46137519071410127,0
0.4124088918837955,0.08269354257841255,0.8371133601488776,0.7382644141891603,0.9912439147935955,0.005910158315486691,0.8851570484970631,0.1447560004923143,1
0.3489090920362209,0.5621618863936697,0.7205172380568814,0.8380449139428491,0.5581679282590887,0.5387685782067776,0.39834076159459375,0.7517852683713024,1
0.9849276409012921,0.9231171299073718,0.5585475852495113,0.9015431069322638,0.3122745371796648,0.5133864630265467,0.6098784641238314,0.2389046075388831,1
0.023659862260269615,0.10245584696998078,0.26380664067454207,0.9655730932373155,0.48155277761710846,0.5466877744282466,0.9174037785508574,0.8987383567957395,0
0.8031865544925861,0.30300370350097805,0.24209239607667776,0.5469002914315816,0.045656751477389124,0.13375840265970496,0.3097872756554857,0.5814962579461493,0
0.18793925966375957,0.5984235247108829,0.7211591932046323,0.6886016327996761,0.047289398594396514,0.8582654351356881,0.1261294927966088,0.23739255963399042,0
0.06155887576137531,0.215179659036142,0.25277738936452565,0.38079897791628303,0.8525372917326985,0.06218545611267745,0.7487431858215166,0.8191932039036308,1
0.8890271224683781,0.7239647023591173,0.3756026033277845,0.08626426859333491,0.15253352577701784,0.8028475038097036,0.9867548317171634,0.029039953772568405,0
0.9387135647881418,0.5821145904034334,0.855622582503261,0.03882812477583664,0.01802072135446342,0.3264632552179635,0.4089033029267941,0.42842490187195814,0
0.3265965347233768,0.9746378773165008,0.8751552082026537,0.09959098612712014,0.41879699734722786,0.4541366883729494,0.16209582939900513,0.2176273679762467,1
0.5102202699090784,0.22975701839840523,0.4177065778429465,0.5925108664013005,0.6894364828739693,0.8591818595430153,0.9293977235405964,0.329404260368786,1
0.052014846957215255,0.4014525540154471,0.3232103183471817,0.7090317951032187,0.48919848759055473,0.8572076177523357,0.7064665766376519,0.04949016678719176,0
0.6360854987102893,0.6899865405349663,0.20827882459631808,0.5052096392893133,0.2421715460264683,0.5367877199772697,0.14976068562320544,0.834665782025067,0
0.8304560417183366,0.5383478588701937,0.7269357940850377,0.7378911657384307,0.8123922957767487,0.6109351956290294,0.2681313975164832,0.16675422539284435,1
0.1832434372854066,0.046926794859489585,0.6317525752831313,0.586118509350511,0.7409708637927046,0.7166549465777399,0.4202674852691516,0.5472057630858613,1
0.204364751714609,0.20942574398243285,0.6307822417675165,0.10075767104070033,0.5035568735225463,0.8955977199139885,0.4931463718212622,0.39159818684233616,0
0.799752410907849,0.8883424116352314,0.6414238282721739,0.8883630546110213,0.8660305198209307,0.8493686667886569,0.9113833754254037,0.5339882846746783,1
0.888905898350852,0.5664248346475144,0.8768178159665421,0.018926567483212642,0.8276524140215566,0.7030367779164689,0.50224841944683,0.8222035737912414,1
0.38748947371458253,0.8314914652216081,0.3661605658435497,0.342427634992044,0.3511313477250777,0.22197263180375182,0.6263628867511292,0.3361159929961792,0
0.41207995299692,0.3732048446892611,0.34038160777339743,0.4598908184062783,0.2792705230281276,0.028874861852120515,0.7630055179062392,0.6086266014954838,0
0.6161984279224026,0.6177442550886197,0.9499893403461701,0.4204028786044419,0.6154305621081874,0.17079041163803588,0.17192460180762204,0.9939925751552601,1
0.4283184617733765,0.8121335074338736,0.18896109782242054,0.25921488788495095,0.8387757337151128,0.2465350880106919,0.11912966218697596,0.390629613798666,0
0.7519226899908291,0.8873397672194171,0.6135279107846063,0.7381891379108235,0.10786802494797498,0.6496635874124423,0.15492722730647168,0.29351171989205926,0
0.31352113755252864,0.9723649220711487,0.17164375493507267,0.27206304455101216,0.2729217724882015,0.3327798555243444,0.4529598193875515,0.7304138938178043,0
0.48897439568868084,0.07836483412930206,0.818043108173513,0.08006255179788646,0.4147101329692263,0.4082526312439979,0.39405221293626624,0.5985560277121678,0
0.8757862773369486,0.7029493573217402,0.7748384235063486,0.0464319038412182,0.7463291368135822,0.8840128118697663,0.49987702328362715,0.10935607319113116,1
0.7346993078541306,0.7507783067780791,0.26723017052563725,0.9404513136728556,0.6552164523844083,0.9646216701134017,0.48564181883564117,0.1715416377958736,0
0.576683048150759,0.20933697262950124,0.3552298631491122,0.32290292840237067,0.9035571152421591,0.8467724762094434,0.9908954572118287,0.2085073064065074,1
0.9366187059550435,0.5018494195671386,0.0444913621274744,0.381276379271714,0.27780957749487123,0.6377975515297661,0.6237936170841156,0.9910430882378868,0
0.14138541639005298,0.6728547025660008,0.046923207843294734,0.7416399994448646,0.5252384078367436,0.00767298265087879,0.7951076812606132,0.31936440042740466,0
0.5562632684727784,0.7736901668086725,0.4669319694112394,0.034471905745722564,0.2925937763919032,0.45426636999558334,0.028784693471360367,0.6575147999289456,0
0.9296310332282853,0.03504716950372477,0.5402202184407349,0.004743895403282017,0.45986963896305155,0.0920321007648004,0.8990603359993611,0.9943858910267268,1
0.8488879343986434,0.8429277366126834,0.9005787503020796,0.4243137436029817,0.44590873498752603,0.9603124543879795,0.7957074005275677,0.052343271249599144,1
0.13972881514590996,0.19579574144554612,0.9215138536588225,0.9702607645421714,0.049628356163327836,0.28259029478579456,0.1088089533290133,0.4471925420141093,0
0.7646519883172621,0.03799893747154759,0.33197376612477014,0.2520029723212547,0.7118563606248343,0.6139408456517904,0.26518731476040036,0.018085875287829345,0
0.27246214482930065,0.3255530163245892,0.5124897334638167,0.26659175434291527,0.6073677515069723,0.9415599807129832,0.6273151231903469,0.3113736757322524,0
0.6804841123789374,0.576841134581979,0.06458880575080328,0.5107484136368914,0.3921932243165427,0.21860064117511335,0.46614704306801813,0.2517008802949233,0
0.917678705347137,0.09115763050488646,0.5731725443851506,0.9458735139458992,0.20232263465588574,0.781942565903841,0.504119423311235,0.7674209215074561,0
0.8295244077748822,0.6637264269445362,0.9599242582732912,0.15242989778540017,0.7761782794418693,0.8247618044868283,0.9509602791048181,0.9150748704051533,1
0.12940806169027252,0.5075036864762467,0.5139905365914963,0.8447164200391302,0.9686376068783495,0.06472147309615206,0.12059092091839851,0.14665138888948825,0
0.6723369381777741,0.22640110662396062,0.2186845319022389,0.3346946760254007,0.32245050230896055,0.3778808210823965,0.7199285552643662,0.8368795579814058,0
0.13787839782924538,0.10945196612481001,0.6680296751558016,0.9899020700128566,0.6160811855505438,0.40180542991651946,0.7893636972567053,0.9111208368537523,1
0.03242203186020409,0.9287967647455492,0.7873585282115744,0.7270874592050091,6.83969863302103e-05,0.20640771598166463,0.4438504314150642,0.2249065388279401,0
0.16410593275452745,0.02746523711845361,0.14281402857600423,0.5249274584554408,0.5266338827453234,0.6505050446286798,0.2565592762905121,0.7580588819299409,0
0.14418897283893406,0.05105594241517597,0.1680727323244705,0.6782075391092441,0.6866483892937981,0.4451142142198947,0.1377846325622044,0.1961991607373823,0
0.015228852399074788,0.19457419779821095,0.6976577890588672,0.9566565830750059,0.8669271035616596,0.2508552384817877,0.4251416082818018,0.14049072654354422,0
0.9809374662796443,0.21098762736562537,0.16583937656357728,0.016119705729068734,0.26727618159024824,0.31940930546751467,0.7182542910319734,0.6694274323664617,0
0.31193158628942397,0.528712665333842,0.841754800614715,0.7720648125959176,0.366690521016214,0.6433015627806566,0.1452464348539072,0.48977604316316603,0
