0,1,2,3,4,5,6,7,class
0.8573423824815248,0.9998162341661194,0.23971518216378862,0.33807775725669986,0.7081943329851277,0.28058168584313725,0.2633142571474607,0.22860972534891622,0
0.5113699467514997,0.2313858686175163,0.4555368113568211,0.4198753274203939,0.0789592896484349,0.5646915867853098,0.3599644485064033,0.569615709149503,0
0.49025652527221275,0.9450248095304837,0.018750050631989423,0.14031812201393756,0.1721945078227547,0.9380647896600813,0.6904849547452829,0.7190823407276066,0
0.047416166019352946,0.4686615893658628,0.8404821971170923,0.5549904800640159,0.4014593208032403,0.5020565556911267,0.1792114641047492,0.9481329582636897,0
0.904806513164539,0.3361774375302895,0.441548502309837,0.07420095620477785,0.9074712309069041,0.7961514612469633,0.4744468043904726,0.11540057269030413,1
0.2872121487871596,0.04137883671131537,0.893940002168797,0.9444994945455775,0.15837489681532413,0.4999264148251412,0.48097076917060533,0.9764287434402413,1
0.777748925649365,0.5933404672825243,0.6924274095960966,0.25562503694190997,0.08493030526342604,0.008925192478369426,0.3331054952271838,0.648500068748651,0
0.3117382865284781,0.8217424752629586,0.800703983239858,0.8934976001769859,0.8925792603575696,0.015037923258553909,0.6691645302968052,0.3480854676399734,1
0.33100399617013665,0.9130038041162003,0.6844101070381475,0.31481629231520125,0.3187035918425277,0.6048605543029626,0.7020793722950329,0.3400357434570308,0
0.8351136052889585,0.5758631855184289,0.3348088404129672,0.8939534862158537,0.12875512492388574,0.09820134427510097,0.3436049778640343,0.7377343223519427,0
0.004580178113601341,0.7829458553117253,0.15547892233981175,0.6556868289554849,0.8384962317332316,0.6557523473796574,0.5788225497630385,0.5500199393720945,0
0.11624063548106256,0.5300812253617377,0.4668780087468949,0.15645519517738515,0.7075680917913948,0.7785033205125594,0.3387592469121179,0.8654141620136664,0
0.27300722418078127,0.9988179220759927,0.06042281140389527,0.916229225659164,0.6971952139103545,0.7839050159801744,0.0992663284182328,0.6461163927012048,0
0.8845992229137998,0.2293170938053255,0.15705387006511962,0.8654933562762951,0.05569649017088474,0.4179941134606474,0.4198964144269931,0.8772186128060422,0
0.4682583843748309,0.596322276972838,0.4324434404700387,0.4230717217476737,0.9248307082193088,0.9764384682616818,0.24707390863522016,0.947257153522193,0
0.9940937906784038,0.6119977733312432,0.4595228243246766,0.030492121994191268,0.45104245757035555,0.4638909369453993,0.7887878064951861,0.3903552625657586,1
0.9535084762651644,0.45011643999388795,0.4795205543219325,0.9725962036089709,0.5711376031373121,0.519871965681793,0.2135975647564129,0.22003423549185164,1
0.32338261531447077,0.8629291122195825,0.4497862924193632,0.1759275044026899,0.8672190328762316,0.9014327482436929,0.12050364392981305,0.8851578957544572,1
0.6600381323003361,0.24044110592932955,0.14936066032618067,0.9504314848624033,0.9952060961754154,0.6551228332684643,0.7923488856600771,0.39502090201019446,1
0.6276537379344688,0.40268932836308025,0.8101562108907722,0.8689809327598587,0.7736961560382526,0.3215763032698199,0.3810222100675583,0.9799060996069795,1
0.6728933880876706,0.2278582943262496,0.6568955989721242,0.07276366784351163,0.6914540941215939,0.7020939313340884,0.2566078172270625,0.2388160414815338,1
0.9364131046163667,0.16085669305312233,0.5194843832257184,0.6588227913881104,0.9492831299487219,0.5596113044831336,0.5312848136166668,0.7716310295065769,1
0.7674473752092245,0.22232614486640545,0.35345557218369994,0.3936870942243865,0.5199313185829433,0.590073575360998,0.5867899202511782,0.316611545699482,1
0.8537077864649386,0.8872023354743496,0.840790685786501,0.6360190527711534,0.41728396487742025,0.06530236208228835,0.9207077411390006,0.43641356481219185,1
0.8027649479690959,0.35912799204450974,0.19596271616242522,0.3438004471854985,0.8203984349893134,0.09085956171673304,0.1390292648539666,0.34771801920831025,0
0.14523094153004723,0.5854390221890586,0.7929928224564571,0.48196973816633815,0.690124475541668,0.6812094239124423,0.5068397940733316,0.38984470064201426,0
0.8479240486922164,0.6559973121106667,0.4955303672536584,0.12069295919192469,0.7986821945475766,0.18347504286142757,0.9305375288018036,0.8574858946636611,1
0.27176196849752443,0.15506594268661766,0.9413890392481238,0.24390958440508426,0.4439486499348545,0.7522548062081187,0.3971061653004313,0.6318924357930403,1
0.731578897648571,0.6197881054030989,0.16940926893486385,0.914619454715285,0.9425574251480908,0.10228659433722553,0.36788628013942226,0.18722606628685556,1
0.6956192927221462,0.13590477046504656,0.6460186384758063,0.659128679007714,0.8321478444192151,0.9987950681746557,0.8807045205861179,0.3739420579837608,1
0.5605863634868221,0.726409671027801,0.46060579311744443,0.9980372599152602,0.658990422887825,0.5964930475051489,0.16602411701299247,0.2402738139478514,0
0.8377583618534392,0.36684380753665247,0.0677731345904663,0.27716693788743785,0.905110915178878,0.24006883513502075,0.12270974438822713,0.06870055360639438,0
0.7302072151042737,0.6885207235811811,0.4227133359658257,0.7254846276047118,0.017949466171210182,0.7966165531858413,0.6421160103083146,0.7526025549070847,1
0.5168156803548589,0.7086746829457827,0.4615130104962192,0.5436260852659689,0.9529411428920732,0.7086333118410186,0.38774454707646644,0.909580527298316,1
0.36984920842589497,0.8360908245433526,0.6101764850808167,0.2461389671479326,0.06724160747796837,0.15014068268643888,0.37513526031892186,0.5417741229438712,0
0.21968505535413885,0.368985283235168,0.658644221355096,0.8383635895658957,0.40384918730692587,0.6343965229621865,0.2539284011504278,0.01104476451494485,0
0.5153002979848859,0.8992589539520165,0.8037529803945278,0.29924575998743097,0.007994936290438126,0.7532443415190507,0.7457967314497672,0.933088524699365,1
0.7677627816828129,0.8499250957170534,0.08165631950044128,0.9871176128653363,0.6036999594485963,0.8957013237286445,0.1505414009698165,0.516395151976701,0
0.10447652345696334,0.25538664235883834,0.8743251428892383,0.7132582902304185,0.4262176326627508,0.9155190745520517,0.5152656006658081,0.14536415505039468,0
0.8947737891425113,0.13244485807426887,0.007616583546214639,0.2639373328158532,0.951089261826565,0.08806723026017937,0.7574765334005856,0.5384234904312838,1
0.05078509841429357,0.575123467779316,0.8515421667677595,0.23834291760472193,0.27729682449474624,0.5793059357787058,0.17379346912179794,0.6470424887128706,0
0.8520443071568545,0.42059568398449165,0.7989324195286128,0.3757834326475491,0.958958019184566,0.656158864495619,0.5963729955051819,0.07334383364894126,1
0.1405603386552149,0.2545216423802482,0.12492727709624196,0.27936142400024966,0.5367942132078463,0.8572099971541228,0.7765156961287943,0.36200796435301863,0
0.4926121081020918,0.6630077991534823,0.19728553867247933,0.21237519011653527,0.33592774434869777,0.4393890004920685,0.25312149740753753,0.568231585101176,0
0.6555896819083481,0.46211584298483144,0.9251516020153316,0.13799589150271807,0.400923716821194,0.7829302389409025,0.9352656283954315,0.8102904784649595,1
0.6626702913480715,0.42447689791856325,0.19101212862936678,0.874893266407882,0.32520195260061646,0.24008662105255352,0.8330820804888783,0.7762868340488194,1
0.1742824577621277,0.9303795582242492,0.10702810789626094,0.7725739745636637,0.3175395626519695,0.7494345062254926,0.8984873680469067,0.7836502153670827,1
0.8423714905669514,0.1598889131589749,0.8508371528856502,0.25915428951512476,0.626248908736357,0.8155669758701222,0.07083572404535876,0.18383700271638836,1
0.8485887217459619,0.021440118652072737,0.4589973909145806,0.8328990229629887,0.914742460938271,0.8230305083293387,0.05353837402947026,0.040117483082157235,1
0.2773948297606106,0.9593828461772884,0.29862329746238103,0.8713782225969536,0.0779399206921948,0.037354225322036916,0.6002279823884893,0.7486018164473862,0
0.7053235151353554,0.006687389707396241,0.44281464645600865,0.187079503202619,0.22910687212146275,0.4783381046888997,0.8546400537020766,0.6436196173341175,1
0.5053558657878239,0.2326048629006262,0.6397706953601053,0.25461279860931385,0.399713108389272,0.5903265752505148,0.7236204809418197,0.7380586602961574,1
0.26084037196812015,0.4370558022072384,0.6321840467801294,0.9798251329597784,0.2038633853276085,0.5678947058509478,0.20969255862634384,0.13180221357957933,0
0.7818833251624296,0.40055746540233217,0.8777547644593682,0.27295528124606083,0.016495508869837527,0.4582565762709634,0.621626314100967,0.6866306782124973,0
0.7671340406078574,0.175553419124726,0.1434699032598482,0.4653968304821413,0.9612683492181343,0.11603665332536395,0.5324062824904854,0.687099891637052,0
0.051760981654187854,0.21101560265798347,0.4244356244427886,0.056252323555007866,0.7376964779346407,0.4241483370566905,0.13046578249434848,0.21672911129672323,0
0.23517425816468995,0.444055248091093,0.13889329195614852,0.027169841417212237,0.9522238970216808,0.970115891769553,0.03806148661503783,0.892802528467904,0
