x1,x2,class
-0.24885432855095418,1.4489166067470118,0.0
0.04738275805402703,1.2040913501294317,1.0
0.5280807299431013,0.9980943055440126,0.0
0.2070225885687379,0.6001975373226106,0.0
0.7103111820566022,-0.05488913100655213,0.0
0.4910665133222849,0.023511632430951834,0.0
0.5312228397809529,1.199273871502835,0.0
2.0935998604780988,1.4445085112391964,1.0
0.4859372403180355,-1.6451563560098283,0.0
0.7264479767465505,0.771332516981917,1.0
0.7712321248409553,-0.31806186944378534,0.0
0.3028290791578507,-0.8993304108386713,0.0
-0.4485264834294067,-0.8221789909636857,0.0
-0.6594699065713852,-1.276846283388076,0.0
0.3688774665062107,-0.2281273345959587,0.0
-0.7763858635387152,-0.7642319011254028,0.0
-1.8119668819333645,-1.073981235965583,0.0
-0.8643188762679828,-0.23623375208070785,0.0
-1.3206875127234894,0.8400294892017484,1.0
-1.4196324137824048,0.7747283145982038,1.0
-1.519988019662492,-0.15395315827017442,0.0
0.061757104443300515,0.371234860920696,0.0
0.4809200957180989,1.6047774802369026,0.0
-0.7693548769750918,0.9779791747104725,0.0
-0.36014663547990955,0.7798546012336653,0.0
-0.15891806129259106,0.9973323421363313,0.0
-0.24499010438743712,0.7954286230119001,1.0
0.47402633521817994,0.6018451764570887,1.0
1.0240533784925532,1.2181330390338445,0.0
0.6647856920644986,0.655652561071147,1.0
1.248367827904108,0.053221301636247276,0.0
1.4066225947287694,0.309357648963547,1.0
1.6496317614326839,1.128581581010022,0.0
0.8673372760567877,-0.5981147317938608,0.0
0.5484857090069228,0.27930454524057846,1.0
0.4928331924669942,-0.9938674506204354,0.0
0.4014651198456637,1.450447463920556,1.0
-0.540321748274499,-1.239634085703224,0.0
-0.7265035640655381,-0.9352332439652858,0.0
-0.9644805850880804,-0.7826444855607716,0.0
-0.5353897201033263,0.4221049191634285,1.0
-0.7882065581260156,-0.5594119272510046,0.0
-1.2848376628821585,-0.15465255388819543,0.0
-0.016222615913141336,-1.382757067765393,0.0
-1.2684832640702213,0.1256299176008456,0.0
-1.2801789280328462,0.5443761331639441,0.0
-1.291628183225521,0.3399092874950719,0.0
0.03257230648680287,2.188593189345152,0.0
0.30368122688443366,2.073192011170309,0.0
-0.6848765259483518,0.952560641812101,0.0
0.16562828040514627,-0.6173287670177505,0.0
0.5240194092226439,0.04907820295334375,0.0
-0.4358311479384306,0.3783950754165044,0.0
-0.4669200195938664,0.9327047173193832,0.0
-0.1289987820263505,1.2850744450083225,0.0
2.3738076535281682,1.209807008932971,1.0
1.12878659751049,1.0137687745492783,1.0
1.1479696631643173,0.07768428253853799,0.0
0.8042849024696087,-0.23755971937511777,0.0
0.5078076491643964,-1.1040849106142996,0.0
1.7382423979419246,-1.1286791332412083,0.0
-0.09472710953602514,1.9448341350531755,1.0
0.36497382710159365,0.9549745254112991,1.0
1.3321958048187368,-1.4500588529457725,0.0
-0.5151270836192616,-0.5906915239790098,0.0
-0.5885773829183415,-0.7137283853014476,0.0
-0.9331026096509139,-1.2166162271550731,0.0
-1.5922785897829046,-0.9482714032008317,0.0
-1.1031418366705397,1.774087709054236,1.0
-0.24263395774962382,0.8114136921641449,0.0
-1.17292256640829,-0.037430151672544876,0.0
-0.8736999361812113,0.19392267567937915,0.0
-1.5191631762140956,1.52412499398776,1.0
-2.016526921728416,0.537358961643029,0.0
0.2590631935508487,0.0719828001851508,0.0
-1.0169317860574487,1.5938429600198116,0.0
-0.18946829170190668,0.9969316425134326,0.0
0.12773503438664563,1.7315351500860825,1.0
1.483652582607332,1.0725818770894058,1.0
-0.03870039611690168,0.17310633530686254,0.0
1.3724752781044025,0.4492118535547436,0.0
-0.25115406085294667,0.6674929529267355,1.0
1.407284808753607,-0.158722459679085,0.0
1.581684186066107,-0.7070632775185699,0.0
0.9448401117024045,-1.276495540841439,0.0
0.8362853757866685,-0.40085806073652347,0.0
0.5371122331184005,0.5818363864396232,1.0
0.769526766579524,-1.1612442862395498,0.0
-0.4194934614509184,-0.9114241762856877,0.0
1.2845906443980664,1.528873234601783,1.0
-0.8403392163370971,-0.36876596877294576,0.0
-0.8279025126237661,0.19956610989327517,0.0
-1.0380560074005953,-1.046502375324302,0.0
-1.0419038798704268,0.25996632875079917,0.0
-1.5281471878358226,0.36438203280579806,0.0
-1.2866781049048586,2.0482874731095366,0.0
-2.0907017129460312,0.6474337163606404,0.0
-2.176124736141366,0.08840150054890117,1.0
-1.5547985416192236,-0.7140734040098504,0.0
-0.3353109765544531,0.5679053202996358,0.0
0.7119549247447265,1.7310991890701448,0.0
-0.9810902004037119,0.18811758950595658,1.0
0.16949940247402473,0.7412860057094601,1.0
-0.4454431226378046,1.7946495692194284,1.0
1.1155116410856312,1.241278097770433,0.0
0.5875702464705659,1.0272006997670928,0.0
2.719891628169974,0.20243445630069892,0.0
0.4527262909359948,-0.6733091666472558,0.0
1.6427145539921724,-0.49049818519111066,0.0
0.634803931131486,-0.6027913041131066,0.0
0.4690599345429911,0.6652651916767263,0.0
0.8074564192158348,-0.8603035420976106,0.0
-0.4592382147100298,-1.2956250237447087,0.0
0.4790218964343692,0.8745511067306793,1.0
-0.5974828500545096,-0.7759842443884477,0.0
-0.1036578703579285,-0.8122970356079802,0.0
-0.2817048546454828,-0.31388946929607997,0.0
-2.105920563431897,1.9997970632988813,1.0
-1.3856646984474872,-0.7175363886102011,0.0
-1.0298587259472556,-0.1370765933066167,0.0
-1.4071679267535042,0.7889473183024887,0.0
-0.6663188549034071,0.41337799251693275,0.0
-0.6266673227810007,0.9171541508892416,0.0
-0.8286432283665044,1.8942779177017963,1.0
-0.0036348820130545634,1.2494492283989935,0.0
