x1,x2,x3,x4,x5,x6,x7,x8,x9,class
1.0038488947336484,0.0804806639194906,0.9295206852259188,0.7188989376578514,0.7462828476999648,0.15710801814856518,0.6143281471213162,0.3225689114207996,0.7245610306474414,1
0.43578076310033237,0.7658222682303149,0.24663195312955388,0.5861911850606296,0.7546463735721303,0.9068154961463535,1.0394299346006346,0.7659906186417716,0.3634539960883357,0
0.34701035721954326,0.8247407784366219,0.09385579939811121,0.14283761341784182,0.3431841166501559,0.9544465910041777,0.884486302512317,0.9649431382406028,0.04115285960042804,0
0.26997882258384004,0.9563634296068863,0.08849181904593374,0.7526589069979537,0.5321472949512852,0.12830406401378508,0.20791335750115178,0.7111386271210001,0.3923802544456358,0
0.29169839697647604,0.1708313544767494,0.25234648059948384,0.33718002870557906,0.9547733054660488,0.41860313143725875,0.05131290302890901,0.5769170774337953,0.9840770708607228,0
0.35167777888644,0.2195057113747321,0.9286844331671547,0.8648698209507019,0.6386980503483979,0.4992249686320355,0.9492070942161327,1.009659124390799,0.7384691181250671,1
0.5697366081598254,0.6736735553092623,0.9712092238718093,0.9677711726006213,0.7734084654250613,0.7355601907896814,0.15123523194596133,0.4254690871748633,1.2535982298209742,1
0.9557901471695771,0.5729806030438362,1.0050733933408549,0.3414168806379844,1.077640099932939,0.03325374928129643,0.11229682913207789,0.6861540088566325,0.9178782521795525,0
0.5588436264320313,0.6063204208992391,0.3934565587035816,0.43268612358207276,1.013267466934217,1.068452911498419,0.30717000981502696,0.9163874926839588,-0.05325699725705425,1
0.356223416250396,0.22639956327647098,0.9291343690661376,0.8600233032269968,0.6430026309124159,0.5088108051576616,0.9492567712857836,0.9909318459328894,0.7281548131979961,1
0.3217076477745059,0.24338846961821436,0.9635911828790588,0.899488652505549,0.6126505657437882,0.5002431210697669,0.8988900021652972,0.9713576628655403,0.7060550428283543,1
0.2583183939608009,0.9510599983855506,0.08905728410958348,0.7566755405001941,0.541001420525947,0.1319306397578842,0.20834501503857428,0.7069138131678078,0.3925767592429566,0
0.2909849032126671,0.29122657092253657,0.8330475058529804,-0.0962588459939569,0.7224267805102332,1.2661996059939526,0.4341062328229095,1.206602671579783,0.5634677658900976,0
0.34607776369114346,0.27335374811950025,0.9577618490978085,0.8002424352997647,0.622019166417393,0.5361104379422637,0.8541558229550259,1.0828271475324027,0.6243949897957217,1
0.3501655668949692,0.8121632741619963,0.0873975907936124,0.1440359509654254,0.34765295341507274,0.9458144043648232,0.8768851106555993,0.9642578791379497,0.04571659500427884,0
0.31541853566237993,0.8125656663328551,0.38043376995515166,0.8270311129832482,0.05665386413204515,0.22704838200204885,0.10889445435867465,0.5354079837294241,-0.004129282241659038,0
0.07044763059382661,0.7299253969595896,0.9247876796741655,0.3084335585481119,0.9315534058724625,0.24253788055170497,0.5440899363022201,0.5027129135448072,0.08774833984991215,1
0.6863495616751303,0.9863953777930573,0.17003681140096694,0.6136609603009406,1.0126998297287542,1.0947166258945158,0.7545699857451947,1.0004646237695423,-0.03168188320676606,0
0.6414217624206755,0.6978362348372863,0.7821590913585655,0.06304829847745133,0.6349318543923116,0.0577479192897327,0.49307701937839715,0.3362099532350257,0.6103603331279431,0
0.8053697329316665,0.40102919468352816,0.14027460245284445,0.2612591352453557,0.7813377912257368,0.8511465879430395,0.8247025036940522,0.16757785837101266,0.9195045768367702,1
0.5802618779463635,0.0360224894296442,0.6228585725493893,0.3414653643759567,0.7129526456660753,0.8351306077317293,0.5164511179488483,0.267321435100998,0.8406677148732299,0
0.17416992853915708,0.8102440826750271,0.8328129561733122,0.03189605804955138,0.6309316706031566,0.7538559181473365,0.8702404734043706,0.2829360849959853,0.2069895460167489,1
