x1,x2,x3,x4,class
0.1995887063541001,0.6150526018449698,0.10711032391244868,0.9051778908486029,1
0.19207672940582987,0.46122114194450936,0.7712369847794612,0.9079002465766732,1
0.5822182612306354,0.6812220765393857,0.5363810274705547,0.8462927828514535,1
0.22458305043747517,0.6840676783473104,0.6012953785904575,0.465937574267109,1
0.4306967863428379,0.005389255905331569,0.5624015709181892,0.43086815974762016,0
0.6193551472066601,0.4524936734138374,0.9233084654878946,0.6840252222603281,0
0.6461934586469592,0.22043766175943458,0.41649103677002786,0.9458445691297331,0
0.35008642782537536,0.16280976691335147,0.3820087281282173,0.1439059786600151,0
0.8283434131896369,0.6720476862004936,0.2292357388201336,0.9435563971037705,0
0.4575504043192402,0.33409614827378564,0.8860433606020378,0.15970164580330903,0
0.2619398616540728,0.41592844693509967,0.8639846606081063,0.3622898640372978,1
0.5562981498610309,0.16726965426314255,0.24790807998121445,0.36148854836687727,0
0.7158054407940363,0.8155925734087084,0.7777054628479783,0.1467760985708112,1
0.4509341202823808,0.15818890971662591,0.7375051473748244,0.31508773715266847,0
0.9705132855464838,0.8250878650625534,0.8827506379777287,0.34577697800732166,0
0.954734649967464,0.7741094942343856,0.13729898017046638,0.9663987243709286,0
0.1288786446619511,0.9915559783780198,0.2955689085213118,0.26157672837296586,1
0.5330202226330158,0.03993205277416023,0.7409258608418177,0.7441263554603357,0
0.0732423958754772,0.7628136916605662,0.5066583689588843,0.5024700426515489,1
0.536038678357911,0.7320108113552686,0.9868756138313768,0.6056302135637928,1
0.22595748730056697,0.7237731865127922,0.4329867343202094,0.4430786217232393,1
0.3429734529126872,0.6325017784033888,0.24996643676564645,0.8214199073486749,1
0.42016643749820193,0.6655370554613168,0.2933914903388869,0.3118802568101927,1
0.6806339462024655,0.3490119866921746,0.5078776441324321,0.14238760225951386,0
0.6752248798059644,0.4620213747915951,0.16216216381575466,0.49954132235138315,0
0.1983938316996583,0.06859841100476716,0.23919691594643722,0.195052635609279,0
0.3168058181160033,0.042460043761052724,0.9295738558058028,0.8210849092971285,0
0.6779714981785202,0.7843837035217062,0.41167053544187027,0.08747218595408301,1
0.026529097459438766,0.39222344947996146,0.9341112937759377,0.494153462880227,1
0.71935062125932,0.7973194644099053,0.1603411404302355,0.9736603728174842,0
0.8817364414941772,0.2738150592763918,0.05441637352499007,0.9315371380125635,0
0.9139181627278531,0.15926370880623808,0.32011834498159986,0.14143393418061467,0
0.1037193813657451,0.6890165530282448,0.07953876489706357,0.7714883155193484,1
0.21887841879210057,0.9998134977499643,0.8700980077041537,0.8605132724547278,1
0.17137470175332448,0.5238536817692239,0.036264651603798215,0.4638775086186483,1
0.10878397338585988,0.769856436343973,0.9223898181040857,0.22730317049506232,1
0.7963819969388539,0.7702422012116052,0.7851306919288996,0.7423235325204585,0
0.4687560472622663,0.17741090124584524,0.06663956038485497,0.4648510096037236,0
0.20846890448883737,0.02037162011726723,0.07280162429390602,0.5841975928213782,0
0.4875522138842002,0.377172822038481,0.6621303304000757,0.4365567907756255,0
0.49445774040389745,0.914702345084868,0.5345546968912326,0.6901890048879499,1
0.6813850889543478,0.41953045419447543,0.9965699521481867,0.3416099789951924,0
0.33029461810270666,0.2683006618138617,0.36544468144693776,0.8233666297772271,0
0.3790490961537534,0.2507434459158473,0.6180631350375423,0.40058663057290234,0
0.975404656401504,0.15211782060823764,0.5640984188868069,0.2147801115375897,0
0.9584853415358173,0.7269337460870436,0.5544875931161057,0.3295896733120156,0
0.24730691319747422,0.5963322870582194,0.940300885568031,0.17730991914562955,1
0.06631495894760098,0.0745666407714054,0.8562735258345676,0.6075422536427156,1
0.18932081184114213,0.30283819992332495,0.12232718063230119,0.6830008537342211,1
0.2350401126619719,0.006207809174108236,0.2631393113236038,0.8881632857804118,0
0.8404942303726194,0.29174249342887293,0.6250160933840355,0.9842440580925979,0
0.028726046938746697,0.4511236224877384,0.5775735293713362,0.1414106767508827,1
0.26971138350036605,0.3584560898750727,0.4030613245270822,0.7757131646691963,1
0.4166254918025867,0.3477323407876396,0.4969777785646713,0.38532894641309623,0
0.7287430922327011,0.7259058957315332,0.19582700402311903,0.9571558971283408,0
