x1,x2,x3,x4,x5,class
0.13691704884382816,0.9083738022899002,0.06863851797712028,0.07533272233965715,0.5435346894873128,0
0.4466594839727708,0.06257327810201052,0.2975672820151686,0.943630899917515,0.28281107576109743,0
0.9744718514900728,0.18430457912036158,0.24227217262551892,0.6904593137000276,0.3839352764141929,0
0.0902366982883851,0.08396785798333539,0.3228005526997987,0.9109033998611135,0.8319900129914033,0
0.49476754475858153,0.30371193103720073,0.30176687308583683,0.007386922447004118,0.5794633667772533,0
0.387051136446375,0.753923558216603,0.8674365465527742,0.7496248132571023,0.39743582261055843,1
0.3206589836303395,0.42038601694246003,0.661342110834862,0.6315132242398458,0.5151690981977135,1
0.8255521940349956,0.4390382070089046,0.5425157962540653,0.015297177725249411,0.43217948775987935,0
0.6335859731440319,0.3600579234779806,0.5520002177521809,0.7822564476282198,0.6822950656499717,1
0.5826852476337508,0.4779599465274377,0.3334993216886738,0.07942594040181516,0.29384797217510616,0
0.9636036494925702,0.4633299835924899,0.46903876686055734,0.9860999009824575,0.3101080806763581,1
0.980039958920417,0.14856182612859403,0.2685672118298418,0.45716830111215745,0.0420887970229713,0
0.5473081738624622,0.39377486836479103,0.8320504057491945,0.8611144779089839,0.22908746604512287,1
0.00047059662956350223,0.1419379448182697,0.9900327536283614,0.24689673410476465,0.3607073468881903,0
0.044954436415257426,0.12673788098139827,0.79467219841404,0.4643537107173321,0.945577300963686,0
0.9322352974079243,0.07985395259922057,0.4933038639330064,0.03398399717507794,0.51950544675828,0
0.20349961593191335,0.938563969947553,0.5728406838740118,0.9026409379684647,0.2509894872187245,1
0.1659196527365009,0.05243217312911197,0.11359799387981628,0.7822383479101634,0.8470295441214577,0
0.9546015240294305,0.6444824825516057,0.40339948931228065,0.3644034308050347,0.3924749486571433,1
0.42225883734607583,0.9314683255324344,0.9459869848478356,0.6652508490968092,0.8368891778678978,1
0.35404200373328076,0.1754145931711425,0.6183716146436339,0.11432326507468582,0.6311984670293994,0
0.8965732738831089,0.1900245173006775,0.9873982420460162,0.21525359616312412,0.02614256509479218,0
0.23255686510573936,0.5519086651165459,0.6827507168196532,0.16102999074147994,0.24555142124013685,0
0.041915867253347394,0.6538666649824859,0.5251319775798329,0.6856329597638516,0.7896098306157717,1
0.23013396978493883,0.7586323269686169,0.13044149102986802,0.15179149757274257,0.08027124058107526,0
0.5143081053803499,0.12439927261944772,0.6423493338173278,0.7427886614546684,0.6050455547506376,1
0.28017767620895917,0.325357837562957,0.5413571852391869,0.7333423704968922,0.4885798237921909,1
0.8446963487588998,0.049258337041838685,0.8755476653215558,0.5149254190601487,0.7100343476059827,1
0.21858309797361852,0.1972225370220253,0.7575547736667301,0.8204710466189095,0.03831346132904856,1
0.9292132611226209,0.23126821532398023,0.8451468840859474,0.7683830825307312,0.33332217026639865,1
0.43629964716753866,0.35588809178650804,0.15440627625138936,0.8157003092233288,0.41354541811729173,0
0.10251515306060477,0.04358966764039274,0.3585990594385918,0.6798350016243034,0.9627204107908628,0
0.8129355869481323,0.41944723235353787,0.44075625093257886,0.4273291935175577,0.2851228921155671,0
0.3200236340541007,0.1942923285524012,0.5057979312958983,0.89590138279936,0.42977302510254,1
0.7864330949459953,0.27744196619738215,0.48608079350505473,0.7932395426943347,0.44676221469956134,1
0.31731809211165374,0.8561279386640488,0.002668699777878092,0.36458029862595565,0.5523281227778889,0
0.4272904663977466,0.5099652642369579,0.538685941631993,0.6414479079644447,0.6216357833561436,1
0.36025941584313614,0.013602147087650951,0.37636396759856827,0.6394711801331232,0.37391650206651417,0
0.15065427465809167,0.04080677915908404,0.6239650032904414,0.9587431910186751,0.7566684444797872,1
0.9018696250915981,0.4711077080301498,0.6208728320872053,0.8391673676973233,0.7856715092033784,1
0.7623406757086989,0.008133057622750406,0.2529427251163521,0.658624250031541,0.2571675125289805,0
0.4773082893322088,0.6874773769909831,0.734610693736118,0.5842203225783684,0.32550264998240386,1
0.5009639909746426,0.13358045529471962,0.24119317558763398,0.6944894459590519,0.09562534959048785,1
0.07939729565063247,0.25897842188126796,0.7933122909982216,0.0920461222927842,0.7843794042515088,0
0.049945817658513136,0.9417652277252087,0.8211320650397538,0.2522903601631087,0.39379230978596147,1
0.5918544134443285,0.8106327184182086,0.8055344300042718,0.9067696440653498,0.12146541912546605,1
0.06631228668476663,0.2971011652064498,0.6692100174474402,0.042391791999032424,0.9264884198046989,0
0.37700006703114863,0.645862324901496,0.6327390107449672,0.40786542708695095,0.9869393408014291,1
0.2495558150705619,0.8134316268548584,0.9144111970972003,0.3263453759176551,0.5971992694328705,1
0.4950391980302944,0.8568287820751945,0.18889624409771189,0.11357252888458513,0.585217751971632,0
0.8854700772529432,0.9980701891852817,0.20240979274582627,0.6075755241931201,0.9018653039592539,1
0.7309664473063214,0.44294047907261636,0.12738635724391922,0.21195329533670693,0.25790192563887504,0
0.6567384906416366,0.3307958534884413,0.7010327775874705,0.4615097738121189,0.3862250287555269,0
0.6229951375541696,0.0741004992885077,0.2482791708096448,0.01414753092971266,0.5622202286394683,0
0.31146112405281356,0.16826932456878485,0.06621134812386786,0.6161131638159795,0.6314942969482817,0
0.4677253979523428,0.626853282434632,0.8385323466364943,0.13344259879731213,0.1002621568670018,0
0.9738783968975284,0.19767323667917258,0.5240837928740173,0.5834238390917231,0.9573710617131564,1
0.8647995303358348,0.6321252368407538,0.9805354745554088,0.19895837237578629,0.6532027970840636,1
0.32334746129294634,0.5254087043457485,0.6264771489302637,0.9103171083584616,0.04080710494795148,1
0.8499636895812045,0.7953469265902846,0.4224530908151888,0.12209909505872218,0.8546518896558609,1
0.6572813296376884,0.008250126456409657,0.11695769318403682,0.7976511307417573,0.6809592899826327,0
0.8151965025834569,0.9797054069009669,0.6263495092716981,0.23551710902764178,0.5771952672121419,1
0.22980092340752356,0.595876020576701,0.31394151667812764,0.8717258931284748,0.553910191568218,1
0.1343833951017066,0.12369318892169423,0.32354158633104113,0.7589336049882434,0.6989552308742194,0
0.9260254339391506,0.6421060784831467,0.3868586619077191,0.9234831531466848,0.692208715610996,0
0.43464253306004874,0.3929665076425546,0.3497239016498923,0.7419626350988983,0.7594828546046963,1
0.267782318143323,0.8854995549330295,0.9968054505709022,0.8737604271365589,0.18901954496692386,1
0.8139162516388547,0.096438248005137,0.8375965720843886,0.5407499342601484,0.25482848942304404,0
0.1330745510217045,0.5126702446911127,0.5299405766962274,0.9068656616817323,0.6983242542963517,1
0.8244590827523193,0.8557641618243172,0.8357131541477897,0.836370461730926,0.7843077644619084,1
0.17599785163416082,0.36572045180057444,0.9020235261384605,0.6130904365647547,0.40539263255489855,1
0.22582294729430974,0.1032761169634343,0.5786032573529841,0.5580296255055807,0.034381094430846804,0
0.8661022931311088,0.27249646512384895,0.07871952410479566,0.11100105010933325,0.10803338912505689,0
0.8881486539861368,0.13536561742488018,0.825401125786816,0.9005315089947387,0.7824799289271389,1
0.3147871936321254,0.2151926063153814,0.901011115603698,0.04856076331426329,0.5473986433892202,0
0.17161880759904669,0.48221070873909466,0.7198870821750414,0.31414281255247245,0.5891995634750576,0
0.2577136581515248,0.011776961650269313,0.7389207088775925,0.8836253365960877,0.02854080143069082,0
0.10692184181654185,0.49300879578725687,0.3824516500714894,0.2051853199268051,0.3288294993700194,0
0.8998871538602332,0.3780006924279956,0.3745634644120659,0.0697446104614784,0.5370891908721295,0
0.5469244582561408,0.40775698824099293,0.5726638228363199,0.8552858001411167,0.30050119013627485,1
0.9023221857037327,0.23240480379873407,0.228535882983939,0.12796540543553425,0.48283733819899166,0
0.8513789881633119,0.8144581755036209,0.2487715105871361,0.05900059709132732,0.8000345079248676,0
0.13825472886768553,0.3154789037435315,0.6267966377160946,0.8426049858552892,0.9014445850545761,1
0.9836768723326882,0.5372730910274084,0.9768407693664855,0.9097458704588279,0.9895674153209354,1
0.6297346451302388,0.15612527640200913,0.8020457076361737,0.2143130338050433,0.7998648724647635,0
0.16615401813048325,0.06507297623923702,0.9263741431576434,0.13454708386503533,0.8120059097419824,0
0.7589875694105394,0.624052070222172,0.488594731785283,0.08690737514812419,0.9556503694759015,0
0.7398708186184372,0.10170421019255649,0.2880113282608512,0.9676207941021521,0.3262345808095981,0
0.3771909345626676,0.3735118045334044,0.24112769877788198,0.8677821137822387,0.25710518659095527,0
0.44003566548567685,0.27970378180457767,0.5226352703864477,0.42577474307039065,0.323561255660883,0
0.7869191991144415,0.976412231415348,0.30915580851994284,0.14189215179239556,0.6412990000469077,1
0.8620360830446803,0.6052466655643846,0.7203153089349643,0.8385303202107824,0.038903144012494506,1
0.46187439695363586,0.9637396777843061,0.25780815925233924,0.5707406300230002,0.052569573423261406,1
0.09254780535451479,0.15187652848056254,0.38373962283958163,0.7206963363948209,0.9292094371886637,0
0.6544412388418475,0.048050033406804804,0.074371244650692,0.5113181378693467,0.6349738437511102,0
0.46417449014778467,0.24894652216356394,0.1603207897050909,0.04626118339838148,0.1763092950027394,0
0.5944056153749416,0.42190510195033026,0.755302954955449,0.6107086577505481,0.1722157973339784,1
0.9345234738391354,0.9016552295923409,0.5370565141259331,0.7199881480179344,0.6415646557328354,1
0.26372870982889374,0.5887010020608349,0.4197883307480006,0.26325977159190783,0.5063684391193041,0
